"","nb","glm","rpart","svmLinear","knn","nnet","rf","gbm","C5.0","treebag"
"Fold08.Rep06",0.777126099706745,0.767511177347243,0.714605067064083,0.651266766020864,0.614754098360656,0.81524926686217,0.797653958944281,0.809239940387481,0.5,0.799552906110283
"Fold09.Rep06",0.724340175953079,0.907600596125186,0.524193548387097,0.205663189269747,0.726539589442815,0.881231671554252,0.713343108504399,0.657973174366617,0.667888563049853,0.774962742175857
"Fold10.Rep06",0.783904619970194,0.772727272727273,0.667888563049853,0.508797653958944,0.762463343108504,0.724292101341282,0.744134897360704,0.722140762463343,0.5,0.705278592375367
"Fold01.Rep07",0.770491803278688,0.757078986587183,0.746646795827124,0.469448584202683,0.816691505216095,0.791356184798808,0.758569299552906,0.764530551415797,0.667888563049853,0.710134128166915
"Fold02.Rep07",0.631964809384164,0.624633431085044,0.724292101341282,0.504398826979472,0.719821162444113,0.617734724292101,0.81892697466468,0.722873900293255,0.77645305514158,0.750733137829912
"Fold03.Rep07",0.907624633431085,0.754098360655738,0.665424739195231,0.578241430700447,0.749627421758569,0.781524926686217,0.769001490312966,0.866568914956012,0.774962742175857,0.757078986587183
"Fold04.Rep07",0.77645305514158,0.692995529061103,0.622950819672131,0.388971684053651,0.732488822652757,0.843517138599106,0.719208211143695,0.825633383010432,0.77123695976155,0.652757078986587
"Fold05.Rep07",0.809239940387481,0.694485842026826,0.620234604105572,0.61698956780924,0.639296187683284,0.685483870967742,0.777198211624441,0.792846497764531,0.5,0.60655737704918
"Fold06.Rep07",0.658718330849478,0.783904619970194,0.753353204172876,0.445603576751118,0.845007451564829,0.794721407624633,0.763785394932936,0.807749627421759,0.742921013412817,0.687034277198212
"Fold07.Rep07",0.6158357771261,0.782991202346041,0.766766020864382,0.765395894428152,0.836065573770492,0.842026825633383,0.772727272727273,0.679582712369598,0.554396423248882,0.756598240469208
"Fold08.Rep07",0.628912071535022,0.845007451564829,0.607302533532042,0.366616989567809,0.684053651266766,0.745156482861401,0.771982116244411,0.745156482861401,0.70193740685544,0.757078986587183
"Fold09.Rep07",0.715350223546945,0.888563049853372,0.712369597615499,0.621700879765396,0.736959761549925,0.827123695976155,0.718475073313783,0.845007451564829,0.5,0.896627565982405
"Fold10.Rep07",0.809239940387481,0.819672131147541,0.657624633431085,0.80327868852459,0.649560117302053,0.642324888226528,0.663934426229508,0.86217008797654,0.769001490312966,0.83532041728763
"Fold01.Rep08",0.780923994038748,0.598240469208211,0.652011922503726,0.618768328445748,0.570044709388972,0.800298062593145,0.768256333830104,0.76602086438152,0.71833084947839,0.609237536656892
"Fold02.Rep08",0.793255131964809,0.703427719821162,0.653502235469449,0.533532041728763,0.734724292101341,0.785394932935917,0.825513196480938,0.904619970193741,0.745156482861401,0.698211624441133
"Fold03.Rep08",0.837555886736215,0.782414307004471,0.738269794721408,0.365126676602086,0.855571847507331,0.86217008797654,0.640834575260805,0.605571847507331,0.596125186289121,0.751862891207154
"Fold04.Rep08",0.76602086438152,0.819672131147541,0.578986587183309,0.734724292101341,0.689269746646796,0.789865871833085,0.780058651026393,0.731743666169896,0.5,0.830104321907601
"Fold05.Rep08",0.697466467958271,0.763040238450075,0.666422287390029,0.442622950819672,0.763929618768328,0.900149031296572,0.78166915052161,0.756333830104322,0.654992548435171,0.783904619970194
"Fold06.Rep08",0.582844574780059,0.812220566318927,0.748882265275708,0.205663189269747,0.731743666169896,0.636363636363636,0.76602086438152,0.764530551415797,0.594574780058651,0.736214605067064
"Fold07.Rep08",0.867362146050671,0.67008797653959,0.666915052160954,0.353372434017595,0.796572280178838,0.690760059612519,0.598240469208211,0.761549925484352,0.770491803278689,0.674486803519062
"Fold08.Rep08",0.782991202346041,0.868035190615836,0.539589442815249,0.728739002932551,0.594574780058651,0.75558867362146,0.853949329359165,0.907600596125186,0.5,0.749266862170088
"Fold09.Rep08",0.646627565982405,0.763040238450075,0.764530551415797,0.694485842026826,0.884500745156483,0.757078986587183,0.778592375366569,0.721311475409836,0.5,0.753353204172876
"Fold10.Rep08",0.853949329359165,0.901639344262295,0.75,0.184798807749627,0.68108504398827,0.783904619970194,0.85096870342772,0.817436661698957,0.721311475409836,0.842771982116244
"Fold01.Rep09",0.791788856304985,0.736070381231672,0.729508196721312,0.417888563049853,0.833084947839046,0.855439642324888,0.780791788856305,0.642228739002933,0.685543964232489,0.782258064516129
"Fold02.Rep09",0.864381520119225,0.6341642228739,0.693548387096774,0.632697947214076,0.752199413489736,0.73919523099851,0.81371087928465,0.72876304023845,0.649776453055142,0.593108504398827
"Fold03.Rep09",0.767511177347243,0.76099706744868,0.736214605067064,0.240469208211144,0.851713859910581,0.889716840536513,0.827123695976155,0.926974664679583,0.844574780058651,0.721407624633431
"Fold04.Rep09",0.824143070044709,0.819672131147541,0.828614008941878,0.336810730253353,0.739940387481371,0.675953079178886,0.608504398826979,0.712369597615499,0.877049180327869,0.866616989567809
"Fold05.Rep09",0.828614008941878,0.85096870342772,0.639296187683284,0.694485842026826,0.691348973607038,0.754098360655738,0.92741935483871,0.742175856929955,0.834575260804769,0.818181818181818
"Fold06.Rep09",0.743666169895678,0.788375558867362,0.844574780058651,0.283159463487332,0.882697947214076,0.938897168405365,0.8658357771261,0.870342771982116,0.5,0.700447093889717
"Fold07.Rep09",0.712609970674487,0.774962742175857,0.841642228739003,0.636363636363636,0.849706744868035,0.725782414307005,0.67375366568915,0.783904619970194,0.681818181818182,0.84575260804769
"Fold08.Rep09",0.769001490312966,0.704918032786885,0.606304985337243,0.777943368107302,0.651759530791789,0.80327868852459,0.825633383010432,0.829912023460411,0.73397913561848,0.763785394932936
"Fold09.Rep09",0.771982116244411,0.774962742175857,0.742921013412817,0.535022354694486,0.832339791356185,0.9150521609538,0.764530551415797,0.785923753665689,0.733137829912023,0.780178837555887
"Fold10.Rep09",0.745156482861401,0.855439642324888,0.649776453055142,0.482861400894188,0.612518628912072,0.806259314456036,0.822652757078987,0.748137108792846,0.669895678092399,0.694485842026826
"Fold01.Rep10",0.872434017595308,0.710879284649776,0.72876304023845,0.564828614008942,0.795081967213115,0.765395894428152,0.63782991202346,0.751862891207154,0.5,0.76602086438152
"Fold02.Rep10",0.845007451564829,0.709677419354839,0.426686217008798,0.706744868035191,0.598973607038123,0.775659824046921,0.725037257824143,0.711624441132638,0.65424739195231,0.803519061583578
"Fold03.Rep10",0.822652757078987,0.680351906158358,0.554396423248882,0.489736070381232,0.743666169895678,0.801788375558867,0.853204172876304,0.707898658718331,0.5,0.549120234604106
"Fold04.Rep10",0.761549925484352,0.792846497764531,0.758569299552906,0.602086438152012,0.736214605067064,0.751117734724292,0.741430700447094,0.786885245901639,0.736959761549925,0.845007451564829
"Fold05.Rep10",0.672876304023845,0.859910581222057,0.599850968703428,0.365126676602086,0.706408345752608,0.572280178837556,0.868107302533532,0.788856304985337,0.5,0.802533532041729
"Fold06.Rep10",0.717008797653959,0.888563049853372,0.566318926974665,0.651026392961877,0.874813710879285,0.672131147540984,0.734724292101341,0.731743666169896,0.5,0.840175953079179
"Fold07.Rep10",0.897168405365127,0.736214605067064,0.698211624441133,0.599105812220566,0.692250372578241,0.806259314456036,0.729508196721312,0.797317436661699,0.5,0.65424739195231
"Fold08.Rep10",0.674486803519062,0.666915052160954,0.716840536512668,0.677347242921013,0.591654247391952,0.762463343108504,0.666169895678092,0.883755588673621,0.69150521609538,0.722056631892697
"Fold09.Rep10",0.76602086438152,0.904619970193741,0.624441132637854,0.241430700447094,0.675111773472429,0.812220566318927,0.859165424739195,0.799120234604106,0.5,0.839791356184799
"Fold10.Rep10",0.724292101341282,0.694485842026826,0.738450074515648,0.387481371087928,0.833830104321908,0.755588673621461,0.809239940387481,0.771982116244411,0.539493293591654,0.658718330849478
